animalid,name,datetime,outcometype,outcomesubtype,animaltype,sexuponoutcome,ageuponoutcome,breed,color
A694167,Zeus,2015-02-02 12:26:00,Euthanasia,Aggressive,Dog,Neutered Male,365,Catahoula Mix,White/Brown
A669127,Chewy,2013-12-24 17:03:00,Adoption,unknown,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Tan
A680534,Cooper,2014-07-20 18:46:00,Adoption,Foster,Cat,Intact Male,30,Domestic Shorthair Mix,Blue Tabby
A707163,Biggie,2015-12-04 13:26:00,Adoption,Foster,Cat,Spayed Female,180,Domestic Medium Hair Mix,Tortie/Black Smoke
A704209,Hansel,2015-06-14 15:38:00,Adoption,unknown,Dog,Neutered Male,365,Labrador Retriever,Black
A697825,Blueberry,2015-03-10 18:15:00,Return_to_owner,unknown,Dog,Neutered Male,270,Pit Bull Mix,Blue/White
A686777,Gandalf,2014-08-26 18:22:00,Euthanasia,Suffering,Cat,Neutered Male,1095,Domestic Shorthair Mix,Brown Tabby/White
A712650,Celia,2015-11-14 15:59:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Medium Hair Mix,Tortie
A666910,Vienna,2013-11-11 11:10:00,Return_to_owner,unknown,Dog,Spayed Female,730,Dachshund Mix,White/Brown
A713470,Unnamed,2015-10-08 09:00:00,Transfer,SCRP,Cat,Intact Male,730,Domestic Shorthair Mix,Black/White
A710420,Juno,2015-08-28 17:09:00,Adoption,unknown,Dog,Spayed Female,90,German Shepherd Mix,Black/Brown
A699329,Unnamed,2015-03-26 09:00:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Torbie
A684458,Amber,2014-08-11 18:44:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Brown Tabby
A701270,Jewel,2015-08-27 13:19:00,Adoption,Foster,Dog,Spayed Female,365,Pit Bull Mix,Blue/White
A702583,Unnamed,2015-05-16 09:00:00,Transfer,SCRP,Cat,Intact Female,90,Domestic Shorthair Mix,Brown Tabby
A697681,Unnamed,2015-02-26 13:47:00,Transfer,Partner,Dog,Intact Female,60,Weimaraner Mix,Chocolate
A719795,Katinka,2016-02-07 00:00:00,Transfer,Partner,Dog,Spayed Female,365,German Shepherd Mix,Black/Tan
A707498,Unnamed,2015-07-14 11:53:00,Euthanasia,Suffering,Cat,Unknown,365,Domestic Shorthair Mix,Brown Tabby
A718053,Journey,2015-12-31 19:15:00,Adoption,unknown,Dog,Spayed Female,365,Pit Bull Mix,Blue/White
A713002,Unnamed,2015-10-01 14:19:00,Transfer,Partner,Cat,Unknown,1,Domestic Shorthair Mix,Orange Tabby
A695747,Bambi,2015-01-22 22:15:00,Return_to_owner,unknown,Dog,Intact Male,730,Chihuahua Shorthair Mix,Tan
A558566,Honey,2014-11-05 14:22:00,Euthanasia,Aggressive,Dog,Spayed Female,1825,German Shepherd Mix,Tan/Black
A671956,Beauty,2014-02-17 11:53:00,Adoption,unknown,Dog,Spayed Female,1095,German Shepherd Mix,Black/Brown
A665219,Sox,2014-07-21 08:45:00,Euthanasia,Rabies Risk,Dog,Neutered Male,300,Australian Shepherd Mix,Tricolor
A706024,Martin,2015-07-04 10:32:00,Transfer,Partner,Cat,Neutered Male,30,Domestic Medium Hair Mix,Orange Tabby
A715733,Unnamed,2015-11-09 00:00:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,Orange/Orange Tabby
A705187,Unnamed,2015-06-14 14:31:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Brown Tabby
A658010,Suki,2013-11-03 17:23:00,Adoption,unknown,Dog,Spayed Female,1095,Saluki Mix,Brown/White
A694637,Cruiser,2015-02-12 13:47:00,Transfer,Partner,Dog,Neutered Male,2190,German Shepherd,Black/Brown
A674400,Seamus,2014-03-18 19:01:00,Adoption,unknown,Dog,Neutered Male,730,Boxer/American Bulldog,White/Brown
A675285,Skeeter,2014-04-05 10:09:00,Adoption,unknown,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Red/Black
A674741,Unnamed,2014-03-18 17:58:00,Return_to_owner,unknown,Cat,Neutered Male,3650,Domestic Shorthair Mix,Orange Tabby
A710856,Petey,2015-09-29 14:42:00,Transfer,Partner,Dog,Neutered Male,180,Pit Bull Mix,White/Black
A683042,Unnamed,2014-07-06 18:35:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Brown Tabby/White
A664710,Unnamed,2013-10-12 17:23:00,Adoption,unknown,Dog,Neutered Male,300,Labrador Retriever Mix,Yellow
A676927,Hazel,2014-05-25 17:12:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Brown Tabby
A672053,Unnamed,2014-02-04 13:53:00,Transfer,SCRP,Cat,Intact Male,730,Domestic Shorthair Mix,Black
A690605,Penny,2014-10-26 13:06:00,Adoption,unknown,Dog,Spayed Female,730,Australian Cattle Dog Mix,White/Brown Brindle
A683502,Jewel,2014-07-27 14:39:00,Transfer,Partner,Cat,Neutered Male,730,Domestic Shorthair Mix,Orange Tabby/White
A684435,Unnamed,2014-07-30 13:46:00,Transfer,Partner,Cat,Neutered Male,90,Domestic Shorthair Mix,Brown Tabby/White
A680026,Natasha,2014-08-19 12:13:00,Adoption,Foster,Dog,Spayed Female,730,Australian Kelpie Mix,Black/Tan
A670688,Holly,2014-01-19 16:05:00,Transfer,Partner,Dog,Intact Female,730,Australian Cattle Dog Mix,Red Tick/White
A717098,Unnamed,2015-12-14 19:18:00,Transfer,SCRP,Cat,Neutered Male,90,Domestic Shorthair Mix,Brown Tabby/White
A684723,Lucy,2014-08-04 18:34:00,Adoption,unknown,Dog,Spayed Female,210,Boxer Mix,Fawn/White
A684509,Unnamed,2014-07-24 18:39:00,Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair Mix,Orange Tabby
A687298,Lila,2014-10-20 12:35:00,Adoption,unknown,Dog,Spayed Female,730,Chihuahua Shorthair Mix,White/Cream
A673489,Cue,2014-03-07 15:34:00,Return_to_owner,unknown,Dog,Neutered Male,2920,Pit Bull Mix,Brown/White
A660750,Zinnia,2013-10-10 13:17:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,White/Blue
A706691,Unnamed,2015-08-28 13:11:00,Adoption,Foster,Dog,Spayed Female,60,Labrador Retriever Mix,Chocolate
A677449,Max,2014-05-26 15:57:00,Transfer,Partner,Dog,Neutered Male,730,Rottweiler/Basset Hound,Black/Brown
A684437,Macaroni,2014-08-10 11:42:00,Adoption,Foster,Dog,Neutered Male,60,Miniature Schnauzer/Miniature Poodle,White/Buff
A697059,Captain Binx,2015-02-18 18:43:00,Adoption,unknown,Dog,Neutered Male,180,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White
A693735,Tino,2015-01-19 11:34:00,Adoption,unknown,Dog,Neutered Male,2920,Chihuahua Shorthair Mix,Yellow
A718480,Unnamed,2016-01-08 18:53:00,Transfer,SCRP,Cat,Neutered Male,365,Domestic Shorthair Mix,Brown Tabby
A712135,Louie,2016-01-13 09:22:00,Adoption,Foster,Dog,Neutered Male,365,Shiba Inu Mix,Tan
A669309,Bella,2013-12-21 17:51:00,Transfer,Partner,Dog,Intact Female,270,Pit Bull Mix,Brown Brindle/White
A702118,George,2015-06-06 13:10:00,Transfer,Partner,Cat,Neutered Male,730,Domestic Shorthair,White/Black
A679050,Unnamed,2014-05-19 18:23:00,Euthanasia,Suffering,Cat,Unknown,30,Domestic Shorthair Mix,Black
A720523,Sam,2016-02-20 18:06:00,Return_to_owner,unknown,Dog,Neutered Male,270,Miniature Schnauzer,White
A694531,Unnamed,2015-01-03 17:49:00,Adoption,unknown,Dog,Neutered Male,365,German Shepherd/Siberian Husky,Sable
A686271,Unnamed,2014-08-23 18:45:00,Adoption,unknown,Dog,Spayed Female,365,Chihuahua Shorthair/Pug,Brown
A700709,Shiner,2015-04-22 19:06:00,Adoption,unknown,Dog,Neutered Male,1095,Greyhound Mix,Yellow Brindle/White
A671143,Sheldon,2014-01-28 15:51:00,Adoption,unknown,Cat,Neutered Male,1095,Domestic Shorthair Mix,Brown Tabby
A687217,Unnamed,2014-09-07 16:27:00,Transfer,Partner,Dog,Neutered Male,60,Border Collie Mix,Brown/White
A692917,Lucky,2014-12-16 16:02:00,Adoption,unknown,Dog,Neutered Male,1825,Chihuahua Shorthair Mix,Tan/White
A665815,Squirt,2013-10-28 12:57:00,Transfer,Partner,Dog,Intact Male,60,Dachshund/Chihuahua Shorthair,Red/White
A687984,Addison,2014-09-16 18:48:00,Adoption,unknown,Dog,Spayed Female,365,Cocker Spaniel/Chihuahua Shorthair,White/White
A708400,Unnamed,2015-09-12 17:46:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Brown Tabby/White
A669386,Cain,2015-02-01 11:40:00,Return_to_owner,unknown,Dog,Neutered Male,730,Pit Bull Mix,White
A708801,Unnamed,2015-08-03 14:26:00,Died,In Kennel,Dog,Intact Female,3,Pit Bull Mix,Brown/White
A710244,Cohen,2015-08-28 17:58:00,Adoption,unknown,Dog,Neutered Male,120,Manchester Terrier/Dachshund,Tricolor
A718528,Roxie,2016-01-07 14:29:00,Adoption,unknown,Dog,Spayed Female,365,Chihuahua Shorthair Mix,Red/White
A692150,Trixie,2014-12-22 13:27:00,Adoption,unknown,Cat,Spayed Female,90,Domestic Shorthair Mix,Black
A689455,Monty,2014-10-10 15:59:00,Adoption,unknown,Dog,Neutered Male,180,Catahoula Mix,White/Brown
A704168,Lance,2015-07-10 17:39:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black
A695730,Bear,2015-01-30 15:39:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Rottweiler/Australian Cattle Dog,Tricolor
A716568,Trixie,2015-11-29 17:09:00,Adoption,unknown,Dog,Spayed Female,270,Feist Mix,Tan/White
A664544,Clover,2013-11-22 18:27:00,Adoption,unknown,Cat,Spayed Female,210,Domestic Shorthair Mix,Brown Tabby
A687063,Infamous,2015-02-03 15:01:00,Transfer,Partner,Cat,Neutered Male,730,Domestic Shorthair Mix,Cream Tabby
A690322,Jerry,2014-10-26 17:28:00,Adoption,unknown,Dog,Neutered Male,300,Labrador Retriever Mix,Black/White
A663579,Zoey,2013-10-25 17:03:00,Transfer,Partner,Dog,Spayed Female,270,Labrador Retriever/Queensland Heeler,Black/White
A682436,Princess,2015-04-28 15:41:00,Transfer,Partner,Dog,Spayed Female,730,Collie Smooth Mix,Brown/White
A695059,Toby,2015-01-09 18:34:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Dachshund Longhair Mix,Red
A715029,Rex,2015-10-31 18:04:00,Return_to_owner,unknown,Dog,Neutered Male,365,German Shepherd Mix,Black/Brown
A716860,Kub,2015-12-02 18:45:00,Adoption,unknown,Dog,Neutered Male,365,Beagle/Labrador Retriever,Sable/White
A684073,Colton,2014-10-08 15:59:00,Transfer,Partner,Dog,Neutered Male,180,German Shepherd/Labrador Retriever,Black/White
A714473,Chester,2015-12-20 19:24:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Orange Tabby/White
A686597,Sophie,2014-09-08 16:23:00,Transfer,Partner,Dog,Spayed Female,60,Pit Bull Mix,Brown Brindle/White
A667006,Unnamed,2013-11-12 14:10:00,Transfer,SCRP,Cat,Intact Male,150,Domestic Shorthair Mix,Orange Tabby/White
A704688,Macy,2015-06-14 16:31:00,Adoption,unknown,Dog,Spayed Female,60,Labrador Retriever Mix,Tricolor
A681104,Unnamed,2014-06-13 13:05:00,Euthanasia,Suffering,Cat,Spayed Female,2555,Domestic Longhair Mix,Calico Point
A705617,Elena,2015-06-30 18:33:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Blue Tabby
A704132,Sherman,2015-07-21 11:27:00,Return_to_owner,unknown,Dog,Neutered Male,730,Pit Bull/Labrador Retriever,Brown/White
A678500,Copper,2014-11-16 12:18:00,Return_to_owner,unknown,Dog,Neutered Male,365,Basset Hound,White/Black
A681244,Unnamed,2014-06-14 12:46:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Orange Tabby/White
A719092,Amos,2016-01-17 13:13:00,Adoption,unknown,Dog,Neutered Male,150,Beagle Mix,Tan/White
A679447,Unnamed,2014-05-21 12:34:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Black
A677471,Sage,2014-04-27 12:39:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Brown Tabby/White
A714017,Bindy,2015-12-18 15:18:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Black
A678960,Ramona,2014-05-21 18:02:00,Adoption,unknown,Dog,Spayed Female,365,Standard Poodle/Labrador Retriever,Black
A656692,Terry,2013-10-23 15:02:00,Transfer,Partner,Cat,Neutered Male,210,Domestic Shorthair Mix,Brown Tabby
A720170,Rocko,2016-02-07 14:20:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Great Pyrenees Mix,White/Gold
A710402,Bandie,2015-10-24 15:49:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Calico
A706395,Lelouch,2015-07-07 17:45:00,Adoption,unknown,Dog,Neutered Male,365,Flat Coat Retriever Mix,Black/White
A689647,Mabel,2014-10-11 17:35:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,White/Brown Tabby
A706692,Unnamed,2015-08-28 13:14:00,Adoption,Foster,Dog,Neutered Male,60,Labrador Retriever Mix,Blue Merle
A674942,Unnamed,2014-03-20 16:22:00,Transfer,Partner,Cat,Intact Female,1,Domestic Shorthair Mix,Calico
A678661,Unnamed,2014-05-11 15:01:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Blue
A681181,Lucky,2014-06-24 17:39:00,Return_to_owner,unknown,Dog,Neutered Male,1825,Pit Bull Mix,Brown
A542025,Snickers,2015-10-09 15:26:00,Transfer,Partner,Cat,Neutered Male,3650,American Shorthair Mix,Chocolate Point
A688160,Freddie,2014-10-01 18:15:00,Euthanasia,Aggressive,Dog,Intact Male,730,American Staffordshire Terrier Mix,Brown/Black
A680562,Luke,2014-06-04 17:15:00,Return_to_owner,unknown,Dog,Intact Male,1095,Labrador Retriever Mix,Chocolate
A646578,Sonny,2014-11-25 13:29:00,Adoption,unknown,Dog,Neutered Male,1460,Labrador Retriever Mix,Red/Brown
A690699,Minnie,2014-11-04 18:03:00,Transfer,Partner,Dog,Intact Female,120,Chihuahua Shorthair Mix,Blue/Tan
A711944,Unnamed,2015-09-14 17:16:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby/White
A661592,Cotton,2013-10-29 11:18:00,Adoption,Foster,Dog,Neutered Male,90,Labrador Retriever/Chow Chow,Yellow
A705484,Unnamed,2015-06-18 11:35:00,Transfer,Partner,Dog,Intact Male,730,Chihuahua Shorthair Mix,Red
A710527,Unnamed,2015-08-24 14:43:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Calico
A646062,Cyrus,2014-08-07 11:47:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Pit Bull Mix,Brown Brindle/White
A680307,George,2014-08-10 17:29:00,Adoption,Offsite,Dog,Neutered Male,60,Australian Kelpie Mix,Black/White
A705575,Simon,2015-06-30 12:14:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,Brown Tabby
A666408,Unnamed,2013-11-02 11:27:00,Transfer,Partner,Dog,Intact Male,180,Chihuahua Shorthair Mix,White/Brown
A695285,Biggie,2015-01-15 18:59:00,Return_to_owner,unknown,Dog,Neutered Male,365,Pug Mix,Yellow
A668136,Clover,2013-12-17 12:45:00,Adoption,Foster,Dog,Spayed Female,30,German Shepherd Mix,Black/Brown Brindle
A691907,Norman,2014-11-19 11:15:00,Transfer,Partner,Dog,Neutered Male,2920,Weimaraner Mix,Fawn
A673413,Kip,2014-02-23 18:32:00,Return_to_owner,unknown,Dog,Neutered Male,365,Australian Shepherd Mix,Blue Merle/White
A686266,Unnamed,2014-08-20 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Calico
A666575,Unnamed,2013-11-06 07:18:00,Transfer,Partner,Dog,Spayed Female,90,Chihuahua Shorthair Mix,Tan
A677736,Curly,2014-05-04 18:18:00,Transfer,Partner,Dog,Spayed Female,2190,Miniature Poodle,White
A687679,Blackie,2014-10-09 15:41:00,Adoption,unknown,Dog,Neutered Male,330,German Shepherd Mix,Black/White
A713365,Unnamed,2015-11-13 11:53:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Black/White
A715941,Unnamed,2015-11-18 14:30:00,Return_to_owner,unknown,Dog,Intact Male,180,Cavalier Span/Papillon,White/Brown
A705507,Unnamed,2015-06-18 17:28:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Brown Tabby
A713899,Theo,2015-10-28 16:17:00,Adoption,unknown,Dog,Neutered Male,240,Australian Kelpie Mix,Tricolor
A688979,Unnamed,2014-09-27 17:06:00,Transfer,Partner,Cat,Intact Female,21,Domestic Medium Hair Mix,Orange Tabby
A686393,Sugar,2014-12-06 16:01:00,Adoption,unknown,Dog,Spayed Female,730,Pit Bull Mix,Tan/White
A705591,Asia,2015-07-03 13:28:00,Transfer,Partner,Dog,Intact Female,2555,Chihuahua Shorthair Mix,White/Brown Brindle
A692580,Unnamed,2014-11-29 12:43:00,Transfer,Partner,Dog,Intact Female,90,Jack Russell Terrier Mix,Liver/White
A683526,Unnamed,2014-07-14 15:24:00,Transfer,Partner,Cat,Intact Male,30,Domestic Medium Hair,Blue Tabby/White
A688484,Lalo,2015-05-11 18:10:00,Return_to_owner,unknown,Cat,Neutered Male,730,Domestic Shorthair Mix,Orange Tabby/White
A701243,Sable,2015-05-01 12:38:00,Return_to_owner,unknown,Dog,Intact Female,3650,Pharaoh Hound/Australian Cattle Dog,Tan/White
A680683,Unnamed,2014-06-07 19:09:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Brown Tabby/White
A702735,Spartacus,2015-05-18 16:41:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Orange Tabby/White
A688818,Unnamed,2014-09-28 18:38:00,Adoption,unknown,Dog,Neutered Male,60,Beagle Mix,Tricolor
A663079,Thunder,2013-10-30 15:48:00,Adoption,unknown,Dog,Neutered Male,270,Pointer/Pit Bull,White/Brown
A719207,Bear,2016-01-15 14:53:00,Transfer,Partner,Dog,Intact Male,30,Chihuahua Shorthair Mix,Tricolor
A631695,Koda,2014-06-13 13:17:00,Return_to_owner,unknown,Dog,Neutered Male,1460,Pit Bull Mix,Black/White
A664989,Unnamed,2013-10-12 11:54:00,Euthanasia,Suffering,Dog,Intact Male,150,Australian Shepherd Mix,Brown/White
A672010,Bella,2014-02-09 15:35:00,Adoption,unknown,Dog,Spayed Female,1825,Australian Shepherd/Beagle,Blue Merle/Tan
A662817,Willie,2013-10-05 12:31:00,Adoption,unknown,Dog,Neutered Male,365,Rottweiler,Black/Tan
A688144,Tarzan,2014-10-01 14:26:00,Adoption,unknown,Dog,Neutered Male,365,Labrador Retriever Mix,Black/White
A714872,Unnamed,2015-11-22 18:39:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Medium Hair Mix,Brown Tabby
A719930,Princess,2016-02-04 17:03:00,Adoption,unknown,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Black/Tan
A718345,Unnamed,2016-01-04 16:44:00,Transfer,Partner,Dog,Intact Male,30,Chihuahua Shorthair/German Shepherd,Brown/Black
A664521,Graham,2014-01-07 13:59:00,Transfer,Partner,Dog,Neutered Male,365,Labrador Retriever Mix,Yellow
A532017,Kiki,2014-01-05 18:11:00,Adoption,unknown,Dog,Spayed Female,2555,Chihuahua Shorthair/Rat Terrier,White/Tan
A677018,Belle,2014-04-25 08:47:00,Return_to_owner,unknown,Dog,Spayed Female,365,Black Mouth Cur,Gold
A694149,Maxwell,2015-01-06 17:17:00,Adoption,unknown,Dog,Neutered Male,730,Chihuahua Shorthair Mix,Red/White
A708674,Spice,2015-08-19 16:54:00,Transfer,Partner,Cat,Neutered Male,150,Domestic Shorthair Mix,Black/White
A706088,Unnamed,2015-06-24 16:39:00,Transfer,Partner,Cat,Unknown,21,Domestic Shorthair Mix,Calico
A664237,Unnamed,2013-10-01 10:44:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,Orange/White
A671994,Lola,2014-02-02 12:27:00,Return_to_owner,unknown,Dog,Spayed Female,4015,Golden Retriever Mix,Gold
A652974,Pickles,2014-08-01 17:36:00,Adoption,unknown,Dog,Spayed Female,730,Toy Poodle,White
A667889,Dreyfus,2013-12-26 19:06:00,Adoption,unknown,Dog,Neutered Male,365,Australian Cattle Dog/Belgian Malinois,Blue Merle/Tan
A690463,Bugsy,2014-10-26 17:22:00,Return_to_owner,unknown,Dog,Neutered Male,270,Border Terrier/Yorkshire Terrier,Tan
A710070,Otter Pup,2015-09-07 17:24:00,Adoption,unknown,Dog,Neutered Male,365,Labrador Retriever Mix,Black/White
A693995,Sophia,2014-12-19 17:53:00,Return_to_owner,unknown,Dog,Spayed Female,730,Labrador Retriever Mix,Yellow
A678756,Dolly,2014-07-10 07:51:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Medium Hair Mix,Brown Tabby/White
A683347,Unnamed,2014-07-13 17:17:00,Adoption,unknown,Dog,Neutered Male,365,Dachshund Longhair Mix,Black/Brown
A682680,Unnamed,2014-07-08 14:49:00,Transfer,Partner,Cat,Neutered Male,60,Domestic Shorthair Mix,White/Black
A670849,Stella,2014-04-08 10:06:00,Adoption,Foster,Dog,Spayed Female,730,Harrier Mix,Black/Tan
A708296,Andy,2015-08-16 19:02:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Medium Hair Mix,Brown Tabby/White
A694252,Tiger,2014-12-29 14:33:00,Return_to_owner,unknown,Cat,Neutered Male,365,Domestic Shorthair Mix,Brown Tabby
A650531,Boomer,2015-11-15 12:54:00,Return_to_owner,unknown,Dog,Neutered Male,1460,Rhod Ridgeback/Labrador Retriever,Brown
A651564,Chuckie,2014-02-16 19:16:00,Adoption,unknown,Dog,Neutered Male,365,Pit Bull Mix,Brown/White
A428783,Bella,2014-02-13 16:33:00,Adoption,unknown,Dog,Spayed Female,2920,Australian Cattle Dog,Blue Tick/Brown
A701267,Unnamed,2015-04-26 17:36:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Blue
A704837,Miranda,2015-06-15 15:40:00,Transfer,Partner,Cat,Spayed Female,60,Domestic Shorthair Mix,Orange Tabby
A686157,Brooklyn,2014-08-21 17:07:00,Adoption,unknown,Dog,Spayed Female,60,American Pit Bull Terrier Mix,White/Brown Brindle
A664183,Sam,2013-12-15 15:58:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Orange Tabby/White
A668326,Rex,2013-12-12 16:58:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Brown Tabby
A707092,Maizy,2015-07-17 18:25:00,Adoption,unknown,Dog,Spayed Female,730,Catahoula Mix,Blue Merle/Brown
A676650,Saddie,2014-04-17 18:44:00,Return_to_owner,unknown,Dog,Spayed Female,180,Pointer Mix,Tan/White
A685740,Unnamed,2014-08-12 09:23:00,Euthanasia,Suffering,Cat,Intact Male,1095,Domestic Shorthair Mix,Blue
A354540,Tux,2015-01-22 12:07:00,Adoption,Foster,Cat,Neutered Male,3650,Domestic Shorthair Mix,Black/White
A552447,Jakey,2015-11-15 17:08:00,Adoption,unknown,Cat,Neutered Male,2190,Domestic Longhair Mix,Blue/White
A690900,Rainy,2014-11-22 13:23:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Orange Tabby/White
A687052,Unnamed,2014-08-31 09:00:00,Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair Mix,Orange Tabby/White
A683621,Sunshine,2014-07-16 13:02:00,Transfer,Partner,Dog,Intact Female,1825,Japanese Chin,White/Tan
A701899,Buddy,2015-05-16 15:46:00,Return_to_owner,unknown,Dog,Neutered Male,730,Pit Bull/Catahoula,Brown Merle/White
A701974,Lugh,2015-05-07 14:14:00,Return_to_owner,unknown,Dog,Intact Male,1095,American Staffordshire Terrier Mix,White/Blue
A677107,Unnamed,2014-04-19 15:52:00,Transfer,Partner,Cat,Unknown,2,Domestic Shorthair Mix,Blue
A705809,Unnamed,2015-06-25 18:29:00,Adoption,unknown,Dog,Spayed Female,60,Labrador Retriever Mix,Black/White
A597417,Auggie,2015-06-29 18:38:00,Return_to_owner,unknown,Cat,Neutered Male,1825,Domestic Shorthair,Black/White
A682593,Pinto,2014-07-16 17:33:00,Return_to_owner,unknown,Dog,Neutered Male,1825,Beagle,Brown/White
A678263,Unnamed,2014-05-06 16:59:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Black
A708906,Delia,2015-11-29 13:33:00,Adoption,unknown,Cat,Spayed Female,150,Domestic Longhair Mix,Orange Tabby/White
A685851,Unnamed,2014-08-16 09:00:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Orange Tabby
A676783,Momo,2014-05-07 18:25:00,Adoption,Foster,Cat,Neutered Male,30,Domestic Shorthair Mix,Brown Tabby/White
A675008,Lulu,2014-10-19 13:04:00,Adoption,unknown,Dog,Spayed Female,270,Chihuahua Shorthair/Dachshund,Black/Brown
A719049,Brownie,2016-01-12 00:00:00,Transfer,Partner,Dog,Intact Male,60,Pit Bull/Chihuahua Shorthair,Tan/White
A717443,Champ,2015-12-11 14:36:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Beagle/Pembroke Welsh Corgi,Tan/White
A678649,Renner,2014-05-15 16:18:00,Return_to_owner,unknown,Cat,Neutered Male,730,Domestic Longhair Mix,Brown Tabby/White
A703715,Canelo,2015-06-06 12:59:00,Adoption,unknown,Dog,Neutered Male,1825,Siberian Husky Mix,Brown/Tan
A673989,Unnamed,2014-03-06 14:30:00,Transfer,SCRP,Cat,Intact Female,150,Domestic Shorthair Mix,Black
A720470,Unnamed,2016-02-15 10:25:00,Adoption,unknown,Dog,Neutered Male,365,Rat Terrier Mix,White/Black
A711067,Cusca,2015-09-04 13:41:00,Adoption,unknown,Dog,Spayed Female,1095,Chihuahua Shorthair,Tricolor
A718282,Slim,2015-12-30 15:13:00,Return_to_owner,unknown,Dog,Intact Male,365,Mastiff Mix,Tan/Black
A702532,Orangesicle,2015-06-23 19:03:00,Adoption,unknown,Cat,Neutered Male,365,Domestic Longhair Mix,Orange Tabby
A664017,Kneeko,2013-10-10 17:11:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black
A711068,Manchia,2015-09-05 16:48:00,Adoption,unknown,Dog,Spayed Female,1095,Chihuahua Shorthair,White/Tan
A678750,Lion,2014-05-30 17:00:00,Transfer,Partner,Cat,Intact Male,30,Domestic Medium Hair Mix,Black
A700888,Wilbur,2015-07-26 12:16:00,Adoption,unknown,Dog,Neutered Male,365,Rhod Ridgeback/Pit Bull,White/Brown
A718885,Loo,2016-01-25 00:00:00,Transfer,Partner,Dog,Intact Female,365,Carolina Dog Mix,Tan/White
A707968,Bailey,2015-08-07 17:37:00,Adoption,unknown,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Black/Brown
A706071,Unnamed,2015-06-24 17:05:00,Transfer,Partner,Cat,Unknown,14,Domestic Shorthair Mix,Brown Tabby
A647859,Gazu,2015-05-25 14:20:00,Transfer,Partner,Dog,Neutered Male,4380,Dachshund Mix,Black/Black Brindle
A697162,Allie,2015-05-01 18:09:00,Adoption,Foster,Dog,Spayed Female,60,Labrador Retriever/Anatol Shepherd,White/Tan
